epoch,accuracy,loss,val_accuracy,val_loss
0,0.784423828125,0.6001130938529968,0.7708333134651184,0.6034951210021973
1,0.8544921875,0.3862307071685791,0.7708333134651184,0.5717605352401733
2,0.847900390625,0.38025614619255066,0.75,0.6072792410850525
3,0.8594970703125,0.3490281105041504,0.7083333134651184,0.6481744647026062
