epoch,accuracy,loss,val_accuracy,val_loss
0,0.7646484375,0.5955082774162292,0.6458333134651184,0.6284011006355286
1,0.839599609375,0.41922885179519653,0.6458333134651184,0.7026033401489258
2,0.8533935546875,0.3808399736881256,0.75,0.6009232401847839
3,0.85546875,0.3766708970069885,0.75,0.6588279604911804
