epoch,accuracy,loss,val_accuracy,val_loss
0,0.807373046875,0.5401285290718079,0.7708333134651184,0.5759842395782471
1,0.84619140625,0.39364293217658997,0.6666666865348816,0.6330368518829346
2,0.861572265625,0.35454651713371277,0.6875,0.585471510887146
3,0.8577880859375,0.3537043333053589,0.7708333134651184,0.5952122807502747
