epoch,accuracy,loss,val_accuracy,val_loss
0,0.8006591796875,0.5308026671409607,0.7708333134651184,0.5406575202941895
1,0.873779296875,0.325481653213501,0.7916666865348816,0.568495512008667
2,0.8807373046875,0.286658376455307,0.75,0.5899215936660767
3,0.893310546875,0.27471017837524414,0.75,0.5954084396362305
