epoch,accuracy,loss,val_accuracy,val_loss
0,0.809814453125,0.5438622832298279,0.8125,0.5182862281799316
1,0.8720703125,0.3212813138961792,0.7916666865348816,0.5678064227104187
2,0.882568359375,0.2870555818080902,0.7916666865348816,0.5520197749137878
3,0.8902587890625,0.2735064625740051,0.75,0.5975175499916077
