epoch,accuracy,loss,val_accuracy,val_loss
0,0.78955078125,0.580990731716156,0.8333333134651184,0.582628071308136
1,0.8529052734375,0.4057953953742981,0.7291666865348816,0.6707032322883606
2,0.847900390625,0.3877701759338379,0.7083333134651184,0.6795795559883118
3,0.8514404296875,0.37428247928619385,0.7083333134651184,0.668106734752655
