epoch,accuracy,loss,val_accuracy,val_loss
0,0.7711181640625,0.6008938550949097,0.75,0.5854120850563049
1,0.8465576171875,0.4147544503211975,0.75,0.5957595705986023
2,0.850830078125,0.3849674463272095,0.7708333134651184,0.6084975600242615
3,0.859375,0.3737291693687439,0.7291666865348816,0.6376721262931824
