epoch,accuracy,loss,val_accuracy,val_loss
0,0.8824462890625,0.392418771982193,0.800000011920929,0.9521638751029968
1,0.9759521484375,0.11548279225826263,0.800000011920929,1.1953976154327393
2,0.98291015625,0.06997893005609512,0.800000011920929,1.3775099515914917
3,0.9873046875,0.04986407607793808,0.699999988079071,1.5391732454299927
